index_id,date_anio,date,day_week,close,open,high,low,adj_close,var_day,volume
00055,1980,1980-03-19,3,104.31,0.0,105.72,103.35,104.31,0.2,36520000
00056,1980,1980-03-20,4,103.12,0.0,105.17,102.52,103.12,-1.15,32580000
00057,1980,1980-03-21,5,102.31,0.0,103.73,101.55,102.31,-0.79,32220000
00058,1980,1980-03-24,1,99.28,0.0,102.18,98.88,99.28,-3.05,39230000
00059,1980,1980-03-25,2,99.19,0.0,100.58,97.89,99.19,-0.09,43790000
00060,1980,1980-03-26,3,98.68,0.0,101.22,98.1,98.68,-0.52,37370000
00061,1980,1980-03-27,4,98.22,0.0,99.58,94.23,98.22,-0.47,63680000
00062,1980,1980-03-28,5,100.68,0.0,101.43,97.72,100.68,2.44,46720000
00063,1980,1980-03-31,1,102.09,0.0,102.65,100.02,102.09,1.38,35840000
00064,1980,1980-04-01,2,102.18,0.0,103.28,100.85,102.18,0.09,32230000
00065,1980,1980-04-02,3,102.68,0.0,103.87,101.45,102.68,0.49,35210000
00066,1980,1980-04-03,4,102.15,0.0,103.34,101.31,102.15,-0.52,27970000
00067,1980,1980-04-07,1,100.19,0.0,102.27,99.73,100.19,-1.96,29130000
00068,1980,1980-04-08,2,101.2,0.0,101.88,99.23,101.2,1.0,31700000
00069,1980,1980-04-09,3,103.11,0.0,103.6,101.01,103.11,1.85,33020000
00070,1980,1980-04-10,4,104.08,0.0,105.0,102.81,104.08,0.93,33940000
00071,1980,1980-04-11,5,103.79,0.0,105.15,103.2,103.79,-0.28,29960000
00072,1980,1980-04-14,1,102.84,0.0,103.92,102.08,102.84,-0.92,23060000
00073,1980,1980-04-15,2,102.63,0.0,103.94,101.85,102.63,-0.2,26670000
00074,1980,1980-04-16,3,101.54,0.0,104.42,101.13,101.54,-1.07,39730000
00075,1980,1980-04-17,4,101.05,0.0,102.21,100.12,101.05,-0.48,32770000
00076,1980,1980-04-18,5,100.55,0.0,102.07,99.97,100.55,-0.5,26880000
00077,1980,1980-04-21,1,99.8,0.0,101.26,98.95,99.8,-0.75,27560000
00078,1980,1980-04-22,2,103.43,0.0,104.02,100.81,103.43,3.51,47920000
00079,1980,1980-04-23,3,103.73,0.0,105.11,102.81,103.73,0.29,42620000
00080,1980,1980-04-24,4,104.4,0.0,105.43,102.93,104.4,0.64,35790000
00081,1980,1980-04-25,5,105.16,0.0,105.57,103.02,105.16,0.72,28590000
00082,1980,1980-04-28,1,105.64,0.0,106.79,104.64,105.64,0.45,30600000
00083,1980,1980-04-29,2,105.86,0.0,106.7,104.86,105.86,0.21,27940000
00084,1980,1980-04-30,3,106.29,0.0,106.72,104.5,106.29,0.4,30850000
00085,1980,1980-05-01,4,105.46,0.0,106.86,104.72,105.46,-0.79,32480000
00086,1980,1980-05-02,5,105.58,0.0,106.25,104.61,105.58,0.11,28040000
00087,1980,1980-05-05,1,106.38,0.0,106.83,104.64,106.38,0.75,34090000
00088,1980,1980-05-06,2,106.25,0.0,107.83,105.36,106.25,-0.12,40160000
00089,1980,1980-05-07,3,107.18,0.0,108.12,105.83,107.18,0.87,42600000
00090,1980,1980-05-08,4,106.13,0.0,108.02,105.5,106.13,-0.99,39280000
00091,1980,1980-05-09,5,104.72,0.0,106.2,104.18,104.72,-1.35,30280000
00092,1980,1980-05-12,1,104.78,0.0,105.48,103.5,104.78,0.06,28220000
00093,1980,1980-05-13,2,106.3,0.0,106.76,104.44,106.3,1.43,35460000
00094,1980,1980-05-14,3,106.85,0.0,107.89,106.0,106.85,0.51,40840000
00095,1980,1980-05-15,4,106.99,0.0,107.99,106.07,106.99,0.13,41120000
00096,1980,1980-05-16,5,107.35,0.0,107.89,106.25,107.35,0.34,31710000
00097,1980,1980-05-19,1,107.67,0.0,108.43,106.51,107.67,0.3,30970000
00098,1980,1980-05-20,2,107.62,0.0,108.39,106.75,107.62,-0.05,31800000
00099,1980,1980-05-21,3,107.72,0.0,108.31,106.54,107.72,0.09,34830000
00100,1980,1980-05-22,4,109.01,0.0,109.73,107.34,109.01,1.18,41040000
00101,1980,1980-05-23,5,110.62,0.0,111.37,109.01,110.62,1.46,45790000
00102,1980,1980-05-27,2,111.4,0.0,112.3,110.35,111.4,0.7,40810000
00103,1980,1980-05-28,3,112.06,0.0,112.72,110.42,112.06,0.59,38580000
00104,1980,1980-05-29,4,110.27,0.0,112.64,109.86,110.27,-1.62,42000000
00105,1980,1980-05-30,5,111.24,0.0,111.55,108.87,111.24,0.87,34820000
00106,1980,1980-06-02,1,110.76,0.0,112.15,110.06,110.76,-0.43,32710000
00107,1980,1980-06-03,2,110.51,0.0,111.63,109.77,110.51,-0.23,33150000
00108,1980,1980-06-04,3,112.61,0.0,113.45,110.22,112.61,1.86,44180000
00109,1980,1980-06-05,4,112.78,0.0,114.38,111.89,112.78,0.15,49070000
00110,1980,1980-06-06,5,113.2,0.0,114.01,112.11,113.2,0.37,37230000
00111,1980,1980-06-09,1,113.71,0.0,114.51,112.68,113.71,0.45,36820000
00112,1980,1980-06-10,2,114.66,0.0,115.5,113.17,114.66,0.83,42030000
00113,1980,1980-06-11,3,116.02,0.0,116.64,114.22,116.02,1.17,43800000
00114,1980,1980-06-12,4,115.52,0.0,117.01,114.28,115.52,-0.43,47300000
00115,1980,1980-06-13,5,115.81,0.0,116.94,114.67,115.81,0.25,41880000
00116,1980,1980-06-16,1,116.09,0.0,116.8,114.78,116.09,0.24,36190000
00117,1980,1980-06-17,2,116.03,0.0,117.16,115.13,116.03,-0.05,41990000
00118,1980,1980-06-18,3,116.26,0.0,116.84,114.77,116.26,0.2,41960000
00119,1980,1980-06-19,4,114.66,0.0,116.81,114.36,114.66,-1.4,38280000
00120,1980,1980-06-20,5,114.06,0.0,114.9,113.12,114.06,-0.53,36530000
00121,1980,1980-06-23,1,114.51,0.0,115.28,113.35,114.51,0.39,34180000
00122,1980,1980-06-24,2,115.14,0.0,115.75,113.76,115.14,0.55,37730000
00123,1980,1980-06-25,3,116.72,0.0,117.37,115.07,116.72,1.35,46500000
00124,1980,1980-06-26,4,116.19,0.0,117.98,115.58,116.19,-0.46,45110000
00125,1980,1980-06-27,5,116.0,0.0,116.93,115.06,116.0,-0.16,33110000
00126,1980,1980-06-30,1,114.24,0.0,116.04,113.55,114.24,-1.54,29910000
00127,1980,1980-07-01,2,114.93,0.0,115.45,113.54,114.93,0.6,34340000
00128,1980,1980-07-02,3,115.68,0.0,116.44,114.36,115.68,0.65,42950000
00129,1980,1980-07-03,4,117.46,0.0,117.8,115.49,117.46,1.52,47230000
00130,1980,1980-07-07,1,118.29,0.0,118.85,116.96,118.29,0.7,42540000
00131,1980,1980-07-08,2,117.84,0.0,119.11,117.07,117.84,-0.38,45830000
00132,1980,1980-07-09,3,117.98,0.0,119.52,117.1,117.98,0.12,52010000
00133,1980,1980-07-10,4,116.95,0.0,118.57,116.38,116.95,-0.88,43730000
00134,1980,1980-07-11,5,117.84,0.0,118.38,116.29,117.84,0.76,38310000
00135,1980,1980-07-14,1,120.01,0.0,120.37,117.45,120.01,1.81,45500000
00136,1980,1980-07-15,2,119.3,0.0,121.56,118.85,119.3,-0.6,60920000
00137,1980,1980-07-16,3,119.63,0.0,120.87,118.54,119.63,0.28,49140000
00138,1980,1980-07-17,4,121.44,0.0,121.84,119.43,121.44,1.49,48850000
00139,1980,1980-07-18,5,122.04,0.0,123.19,120.88,122.04,0.49,58040000
00140,1980,1980-07-21,1,122.51,0.0,123.15,120.85,122.51,0.38,42750000
00141,1980,1980-07-22,2,122.19,0.0,123.9,121.38,122.19,-0.26,52230000
00142,1980,1980-07-23,3,121.93,0.0,123.26,120.93,121.93,-0.21,45890000
00143,1980,1980-07-24,4,121.79,0.0,122.98,120.83,121.79,-0.11,42420000
00144,1980,1980-07-25,5,120.78,0.0,121.96,119.94,120.78,-0.84,36250000
00145,1980,1980-07-28,1,121.43,0.0,122.02,119.78,121.43,0.54,35330000
00146,1980,1980-07-29,2,122.4,0.0,122.99,120.76,122.4,0.79,44840000
00147,1980,1980-07-30,3,122.23,0.0,123.93,121.16,122.23,-0.14,58060000
00148,1980,1980-07-31,4,121.67,0.0,122.34,119.4,121.67,-0.46,54610000
00149,1980,1980-08-01,5,121.21,0.0,122.38,120.08,121.21,-0.38,46440000
00150,1980,1980-08-04,1,120.98,0.0,121.63,119.42,120.98,-0.19,41550000
00151,1980,1980-08-05,2,120.74,0.0,122.09,119.96,120.74,-0.2,45510000
00152,1980,1980-08-06,3,121.55,0.0,122.01,119.94,121.55,0.67,45050000
00153,1980,1980-08-07,4,123.3,0.0,123.84,121.66,123.3,1.42,61820000
00154,1980,1980-08-08,5,123.61,0.0,125.23,122.82,123.61,0.25,58860000
00155,1980,1980-08-11,1,124.78,0.0,125.31,122.85,124.78,0.94,44690000
00156,1980,1980-08-12,2,123.79,0.0,125.78,123.29,123.79,-0.8,52050000
00157,1980,1980-08-13,3,123.28,0.0,124.67,122.49,123.28,-0.41,44350000
00158,1980,1980-08-14,4,125.25,0.0,125.62,122.68,125.25,1.57,47700000
00159,1980,1980-08-15,5,125.72,0.0,126.61,124.57,125.72,0.37,47780000
00160,1980,1980-08-18,1,123.39,0.0,125.28,122.82,123.39,-1.89,41890000
00161,1980,1980-08-19,2,122.6,0.0,124.0,121.97,122.6,-0.64,41930000
00162,1980,1980-08-20,3,123.77,0.0,124.27,121.91,123.77,0.95,42560000
00163,1980,1980-08-21,4,125.46,0.0,125.99,123.61,125.46,1.35,50770000
00164,1980,1980-08-22,5,126.02,0.0,127.78,125.18,126.02,0.44,58210000
00165,1980,1980-08-25,1,125.16,0.0,126.28,124.65,125.16,-0.69,35400000
00166,1980,1980-08-26,2,124.84,0.0,126.29,124.01,124.84,-0.26,41700000
00167,1980,1980-08-27,3,123.52,0.0,124.98,122.93,123.52,-1.07,44000000
00168,1980,1980-08-28,4,122.08,0.0,123.91,121.61,122.08,-1.18,39890000
00169,1980,1980-08-29,5,122.38,0.0,123.01,121.06,122.38,0.25,33510000
00170,1980,1980-09-02,2,123.74,0.0,124.36,121.79,123.74,1.1,35290000
00171,1980,1980-09-03,3,126.12,0.0,126.43,123.87,126.12,1.89,52370000
00172,1980,1980-09-04,4,125.42,0.0,127.7,124.42,125.42,-0.56,59030000
00173,1980,1980-09-05,5,124.88,0.0,126.12,124.08,124.88,-0.43,37990000
00174,1980,1980-09-08,1,123.31,0.0,125.67,122.78,123.31,-1.27,42050000
00175,1980,1980-09-09,2,124.07,0.0,124.52,121.94,124.07,0.61,44460000
00176,1980,1980-09-10,3,124.81,0.0,125.95,123.6,124.81,0.59,51430000
00177,1980,1980-09-11,4,125.66,0.0,126.48,124.19,125.66,0.68,44770000
00178,1980,1980-09-12,5,125.54,0.0,126.75,124.72,125.54,-0.1,47180000
00179,1980,1980-09-15,1,125.67,0.0,126.35,124.09,125.67,0.1,44630000
00180,1980,1980-09-16,2,126.74,0.0,127.78,125.15,126.74,0.84,57290000
00181,1980,1980-09-17,3,128.87,0.0,129.68,126.37,128.87,1.65,63990000
00182,1980,1980-09-18,4,128.4,0.0,130.38,127.63,128.4,-0.37,63390000
00183,1980,1980-09-19,5,129.25,0.0,130.33,127.57,129.25,0.66,53780000
00184,1980,1980-09-22,1,130.4,0.0,130.99,127.89,130.4,0.88,53140000
00185,1980,1980-09-23,2,129.43,0.0,132.17,128.55,129.43,-0.75,64390000
00186,1980,1980-09-24,3,130.37,0.0,131.34,128.45,130.37,0.72,56860000
00187,1980,1980-09-25,4,128.72,0.0,131.53,128.13,128.72,-1.28,49510000
00188,1980,1980-09-26,5,126.35,0.0,128.17,125.29,126.35,-1.88,49460000
00189,1980,1980-09-29,1,123.54,0.0,125.41,122.87,123.54,-2.27,46410000
00190,1980,1980-09-30,2,125.46,0.0,126.09,123.54,125.46,1.53,40290000
00191,1980,1980-10-01,3,127.13,0.0,127.88,124.66,127.13,1.31,48720000
00192,1980,1980-10-02,4,128.09,0.0,128.82,126.04,128.09,0.75,46160000
00193,1980,1980-10-03,5,129.33,0.0,130.44,127.65,129.33,0.96,47510000
00194,1980,1980-10-06,1,131.73,0.0,132.38,129.35,131.73,1.82,50130000
00195,1980,1980-10-07,2,131.0,0.0,132.88,130.1,131.0,-0.56,50310000
00196,1980,1980-10-08,3,131.65,0.0,132.78,130.28,131.65,0.49,46580000
00197,1980,1980-10-09,4,131.04,0.0,132.65,130.25,131.04,-0.47,43980000
00198,1980,1980-10-10,5,130.29,0.0,132.15,129.58,130.29,-0.58,44040000
00199,1980,1980-10-13,1,132.03,0.0,132.46,129.37,132.03,1.32,31360000
00200,1980,1980-10-14,2,132.02,0.0,133.57,131.16,132.02,-0.01,48830000
00201,1980,1980-10-15,3,133.7,0.0,134.35,131.59,133.7,1.26,48260000
00202,1980,1980-10-16,4,132.22,0.0,135.88,131.64,132.22,-1.12,65450000
00203,1980,1980-10-17,5,131.52,0.0,133.07,130.22,131.52,-0.53,43920000
00204,1980,1980-10-20,1,132.61,0.0,133.21,130.04,132.61,0.82,40910000
00205,1980,1980-10-21,2,131.84,0.0,134.01,130.78,131.84,-0.58,51220000
00206,1980,1980-10-22,3,131.92,0.0,132.97,130.62,131.92,0.06,43060000
00207,1980,1980-10-23,4,129.53,0.0,132.54,128.87,129.53,-1.85,49200000
00208,1980,1980-10-24,5,129.85,0.0,130.55,128.04,129.85,0.25,41050000
00209,1980,1980-10-27,1,127.88,0.0,129.94,127.34,127.88,-1.54,34430000
00210,1980,1980-10-28,2,128.05,0.0,128.86,126.36,128.05,0.13,40300000
00211,1980,1980-10-29,3,127.91,0.0,129.91,127.07,127.91,-0.11,37200000
00212,1980,1980-10-30,4,126.29,0.0,128.71,125.78,126.29,-1.28,39060000
00213,1980,1980-10-31,5,127.47,0.0,128.24,125.29,127.47,0.93,40110000
00214,1980,1980-11-03,1,129.04,0.0,129.85,127.23,129.04,1.22,35820000
00215,1980,1980-11-05,3,131.33,0.0,135.65,130.77,131.33,1.74,84080000
00216,1980,1980-11-06,4,128.91,0.0,131.3,128.23,128.91,-1.88,48890000
00217,1980,1980-11-07,5,129.18,0.0,130.08,127.74,129.18,0.21,40070000
00218,1980,1980-11-10,1,129.48,0.0,130.51,128.19,129.48,0.23,35720000
00219,1980,1980-11-11,2,131.26,0.0,132.3,129.48,131.26,1.36,41520000
00220,1980,1980-11-12,3,134.59,0.0,135.12,131.33,134.59,2.47,58500000
00221,1980,1980-11-13,4,136.49,0.0,137.21,134.12,136.49,1.39,69340000
00222,1980,1980-11-14,5,137.15,0.0,138.96,135.12,137.15,0.48,71630000
00223,1980,1980-11-17,1,137.75,0.0,138.46,134.9,137.75,0.44,50260000
00224,1980,1980-11-18,2,139.7,0.0,140.92,137.91,139.7,1.4,70380000
00225,1980,1980-11-19,3,139.06,0.0,141.76,138.06,139.06,-0.46,69230000
00226,1980,1980-11-20,4,140.4,0.0,141.24,137.79,140.4,0.95,60180000
00227,1980,1980-11-21,5,139.11,0.0,141.24,138.1,139.11,-0.93,55950000
00228,1980,1980-11-24,1,138.31,0.0,139.36,136.36,138.31,-0.58,51120000
00229,1980,1980-11-25,2,139.33,0.0,140.83,137.42,139.33,0.73,55840000
00230,1980,1980-11-26,3,140.17,0.0,141.96,138.6,140.17,0.6,55340000
00231,1980,1980-11-28,5,140.52,0.0,141.54,139.0,140.52,0.25,34240000
00232,1980,1980-12-01,1,137.21,0.0,140.66,136.75,137.21,-2.41,48180000
00233,1980,1980-12-02,2,136.97,0.0,138.11,134.37,136.97,-0.18,52340000
00234,1980,1980-12-03,3,136.71,0.0,138.09,135.43,136.71,-0.19,43430000
00235,1980,1980-12-04,4,136.48,0.0,138.4,135.09,136.48,-0.17,51170000
00236,1980,1980-12-05,5,134.03,0.0,136.37,132.91,134.03,-1.83,51990000
00237,1980,1980-12-08,1,130.61,0.0,133.19,129.71,130.61,-2.62,53390000
00238,1980,1980-12-09,2,130.48,0.0,131.92,128.77,130.48,-0.1,53220000
00239,1980,1980-12-10,3,128.26,0.0,131.99,127.94,128.26,-1.73,49860000
00240,1980,1980-12-11,4,127.36,0.0,128.73,125.32,127.36,-0.71,60220000
00241,1980,1980-12-12,5,129.23,0.0,129.98,127.15,129.23,1.45,39530000
00242,1980,1980-12-15,1,129.45,0.0,131.33,128.64,129.45,0.17,39700000
00243,1980,1980-12-16,2,130.6,0.0,131.22,128.33,130.6,0.88,41630000
00244,1980,1980-12-17,3,132.89,0.0,133.59,130.22,132.89,1.72,50800000
00245,1980,1980-12-18,4,133.0,0.0,135.9,131.89,133.0,0.08,69570000
00246,1980,1980-12-19,5,133.7,0.0,134.0,131.8,133.7,0.52,50770000
00247,1980,1980-12-22,1,135.78,0.0,136.68,132.88,135.78,1.53,51950000
00248,1980,1980-12-23,2,135.3,0.0,137.48,134.01,135.3,-0.35,55260000
00249,1980,1980-12-24,3,135.88,0.0,136.55,134.15,135.88,0.43,29490000
00250,1980,1980-12-26,5,136.57,0.0,137.02,135.2,136.57,0.51,16130000
00251,1980,1980-12-29,1,135.03,0.0,137.51,134.36,135.03,-1.14,36060000
00252,1980,1980-12-30,2,135.33,0.0,136.51,134.04,135.33,0.22,39750000
00253,1980,1980-12-31,3,135.76,0.0,136.76,134.29,135.76,0.32,41210000
00254,1981,1981-01-02,5,136.34,0.0,137.1,134.61,136.34,0.43,28870000
00255,1981,1981-01-05,1,137.97,0.0,139.24,135.86,137.97,1.18,58710000
00256,1981,1981-01-06,2,138.12,0.0,140.32,135.78,138.12,0.11,67400000
00257,1981,1981-01-07,3,135.08,0.0,136.02,132.3,135.08,-2.25,92890000
00258,1981,1981-01-08,4,133.06,0.0,136.1,131.96,133.06,-1.52,55350000
00259,1981,1981-01-09,5,133.48,0.0,134.76,131.71,133.48,0.31,50190000
00260,1981,1981-01-12,1,133.52,0.0,135.88,132.79,133.52,0.03,48760000
00261,1981,1981-01-13,2,133.29,0.0,134.27,131.69,133.29,-0.17,40890000
00262,1981,1981-01-14,3,133.47,0.0,135.25,132.65,133.47,0.13,41390000
00263,1981,1981-01-15,4,134.22,0.0,135.15,132.44,134.22,0.56,39640000
00264,1981,1981-01-16,5,134.77,0.0,135.91,133.35,134.77,0.41,43260000
00265,1981,1981-01-19,1,134.37,0.0,135.86,133.51,134.37,-0.3,36470000
00266,1981,1981-01-20,2,131.65,0.0,135.3,131.26,131.65,-2.07,41750000
00267,1981,1981-01-21,3,131.36,0.0,132.48,129.93,131.36,-0.22,39190000
00268,1981,1981-01-22,4,130.26,0.0,132.08,129.23,130.26,-0.84,39880000
00269,1981,1981-01-23,5,130.23,0.0,131.34,129.0,130.23,-0.02,37220000
00270,1981,1981-01-26,1,129.84,0.0,131.18,128.57,129.84,-0.3,35380000
00271,1981,1981-01-27,2,131.12,0.0,131.95,129.32,131.12,0.98,42260000
00272,1981,1981-01-28,3,130.34,0.0,132.41,129.82,130.34,-0.6,36690000
00273,1981,1981-01-29,4,130.24,0.0,131.78,128.97,130.24,-0.08,38170000
00274,1981,1981-01-30,5,129.55,0.0,131.65,128.61,129.55,-0.53,41160000
00275,1981,1981-02-02,1,126.91,0.0,129.48,125.82,126.91,-2.08,44070000
00276,1981,1981-02-03,2,128.46,0.0,128.92,125.89,128.46,1.21,45950000
00277,1981,1981-02-04,3,128.59,0.0,129.71,127.29,128.59,0.1,45520000
00278,1981,1981-02-05,4,129.63,0.0,130.49,127.99,129.63,0.8,45320000
00279,1981,1981-02-06,5,130.6,0.0,131.81,129.03,130.6,0.74,45820000
00280,1981,1981-02-09,1,129.27,0.0,131.39,128.61,129.27,-1.03,38330000
00281,1981,1981-02-10,2,129.24,0.0,130.19,128.05,129.24,-0.02,40820000
00282,1981,1981-02-11,3,128.24,0.0,129.92,127.6,128.24,-0.78,37770000
00283,1981,1981-02-12,4,127.48,0.0,128.95,126.78,127.48,-0.6,34700000
00284,1981,1981-02-13,5,126.98,0.0,128.34,126.04,126.98,-0.39,33360000
00285,1981,1981-02-17,2,127.81,0.0,128.75,126.43,127.81,0.65,37940000
00286,1981,1981-02-18,3,128.48,0.0,129.25,127.09,128.48,0.52,40410000
00287,1981,1981-02-19,4,126.61,0.0,129.07,125.98,126.61,-1.48,41630000
00288,1981,1981-02-20,5,126.58,0.0,127.65,124.66,126.58,-0.02,41900000
00289,1981,1981-02-23,1,127.35,0.0,128.28,125.69,127.35,0.6,39590000
00290,1981,1981-02-24,2,127.39,0.0,128.76,126.49,127.39,0.03,43960000
00291,1981,1981-02-25,3,128.52,0.0,129.21,125.77,128.52,0.88,45710000
00292,1981,1981-02-26,4,130.1,0.0,130.93,128.02,130.1,1.21,60300000
00293,1981,1981-02-27,5,131.27,0.0,132.02,129.35,131.27,0.89,53210000
00294,1981,1981-03-02,1,132.01,0.0,132.96,130.15,132.01,0.56,47710000
00295,1981,1981-03-03,2,130.56,0.0,132.72,129.66,130.56,-1.11,48730000
00296,1981,1981-03-04,3,130.86,0.0,132.07,129.57,130.86,0.23,47260000
00297,1981,1981-03-05,4,129.93,0.0,131.82,129.25,129.93,-0.72,45380000
00298,1981,1981-03-06,5,129.85,0.0,131.18,128.56,129.85,-0.06,43940000
00299,1981,1981-03-09,1,131.12,0.0,131.94,129.39,131.12,0.97,46180000
00300,1981,1981-03-10,2,130.46,0.0,132.64,129.72,130.46,-0.51,56610000
00301,1981,1981-03-11,3,129.95,0.0,131.2,128.72,129.95,-0.39,47390000
00302,1981,1981-03-12,4,133.19,0.0,133.56,129.76,133.19,2.43,54640000
00303,1981,1981-03-13,5,133.11,0.0,135.53,132.39,133.11,-0.06,68290000
00304,1981,1981-03-16,1,134.68,0.0,135.35,132.1,134.68,1.17,49940000
00305,1981,1981-03-17,2,133.92,0.0,136.09,132.8,133.92,-0.57,65920000
00306,1981,1981-03-18,3,134.22,0.0,135.66,132.8,134.22,0.22,55740000
00307,1981,1981-03-19,4,133.46,0.0,135.37,132.37,133.46,-0.57,62440000
00308,1981,1981-03-20,5,134.08,0.0,135.29,132.5,134.08,0.46,61980000
00309,1981,1981-03-23,1,135.69,0.0,136.5,133.41,135.69,1.19,57880000
00310,1981,1981-03-24,2,134.67,0.0,137.4,134.1,134.67,-0.76,66400000
00311,1981,1981-03-25,3,137.11,0.0,137.32,133.92,137.11,1.78,56320000
00312,1981,1981-03-26,4,136.27,0.0,138.38,135.29,136.27,-0.62,60370000
00313,1981,1981-03-27,5,134.65,0.0,136.89,133.91,134.65,-1.2,46930000
00314,1981,1981-03-30,1,134.28,0.0,135.87,133.51,134.28,-0.28,33500000
00315,1981,1981-03-31,2,136.0,0.0,137.15,134.68,136.0,1.26,50980000
00316,1981,1981-04-01,3,136.57,0.0,137.56,135.04,136.57,0.42,54880000
00317,1981,1981-04-02,4,136.32,0.0,137.72,135.16,136.32,-0.18,52570000
00318,1981,1981-04-03,5,135.49,0.0,137.04,134.67,135.49,-0.61,48680000
00319,1981,1981-04-06,1,133.93,0.0,135.61,132.91,133.93,-1.16,43190000
00320,1981,1981-04-07,2,133.91,0.0,135.27,132.96,133.91,-0.01,44540000
